rank,title,title_english,title_japanese,type,members,score,year
1,Sen to Chihiro no Kamikakushi,Spirited Away,千と千尋の神隠し,Movie,1957192,8.77,2001
2,Hellsing,Hellsing,Hellsing [ヘルシング],TV,765426,7.49,2001
3,Fruits Basket,Fruits Basket,フルーツバスケット,TV,557126,7.69,2001
5,Shaman King,Shaman King,シャーマンキング,TV,377944,7.73,2001
8,Tennis no Oujisama,The Prince of Tennis,テニスの王子様,TV,193335,7.85,2001
10,Grappler Baki (TV),Baki the Grappler,グラップラー刃牙,TV,158538,7.45,2001
11,Hikaru no Go,Hikaru no Go,ヒカルの碁,TV,145924,8.07,2001
12,Noir,Noir,ノワール,TV,119558,7.27,2001
13,Bakuten Shoot Beyblade,Beyblade,爆転シュート　ベイブレード,TV,119128,6.79,2001
14,Metropolis,Metropolis,メトロポリス,Movie,115446,7.52,2001
17,Groove Adventure Rave,Rave Master,レイヴ,TV,104544,7.2,2001
20,X,X,X−エックス−,TV,87136,7.38,2001
21,s.CRY.ed,s-CRY-ed,スクライド,TV,86211,7.35,2001
22,Nekojiru-sou,Cat Soup,ねこぢる草,OVA,84483,7.32,2001
23,R.O.D: Read or Die,R.O.D - Read or Die,R.O.D リード・オア・ダイ,OVA,72658,7.61,2001
24,Final Fantasy: The Spirits Within,Final Fantasy: The Spirits Within,ファイナルファンタジー,Movie,72526,6.29,2001
25,Bible Black,Bible Black,バイブルブラック,OVA,68871,6.58,2001
26,Meitantei Conan Movie 05: Tengoku e no Countdown,Case Closed Movie 05: Countdown to Heaven,名探偵コナン 天国へのカウントダウン,Movie,68296,8.11,2001
27,Mahoromatic: Automatic Maiden,Mahoromatic: Automatic Maiden,まほろまてぃっく,TV,67836,7.13,2001
28,Shin Shirayuki-hime Densetsu Prétear,Prétear: The New Legend of Snow White,新白雪姫伝説プリーティア,TV,67224,7.15,2001
29,Captain Tsubasa: Road to 2002,Captain Tsubasa,キャプテン翼 (2001),TV,62039,7.46,2001
30,Kidou Tenshi Angelic Layer,Battle Doll Angelic Layer,機動天使エンジェリックレイヤー,TV,61259,7.26,2001
31,Initial D Extra Stage,Initial D Extra Stage,頭文字〈イニシャル〉D EXTRA STAGE,OVA,60401,7.32,2001
32,Vandread: The Second Stage,Vandread: The Second Stage,ヴァンドレッド the second stage,TV,56289,7.37,2001
33,Digimon Adventure 02: Diablomon no Gyakushuu,Digimon Adventure 02: Revenge of Diaboromon,デジモンアドベンチャー02 ディアボロモンの逆襲,Movie,55377,7.26,2001
34,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,Love Hina Spring Movie,ラブひな春スペシャル 〜キミサクラチルナカレ!!〜,TV Special,54524,7.17,2001
35,Jungle wa Itsumo Hare nochi Guu,Haré+Guu,ジャングルはいつもハレのちグゥ,TV,48212,7.8,2001
36,Azumanga Daiou: Gekijou Tanpen,Azumanga Daioh: The Very Short Movie,あずまんが大王（劇場短編）,Special,46419,7.06,2001
37,One Piece: Jango no Dance Carnival,One Piece: Django's Dance Carnival,ワンピース ジャンゴのダンスカーニバル,Special,45173,7.12,2001
38,Alien 9,Alien 9,エイリアン9,OVA,43459,6.76,2001
39,I My Me! Strawberry Eggs,I My Me! Strawberry Eggs,あぃまぃみぃ！ストロベリー・エッグ,TV,40561,6.73,2001
40,"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""",Love Hina: Motoko's Choice Between Love or Swords: Don't cry!,"素子のセンタク, 恋か剣... 「泣くな」",Special,39163,7.21,2001
41,Final Fantasy: Unlimited,Final Fantasy: Unlimited,ファイナルファンタジー：アンリミテッド,TV,38540,6.17,2001
42,Chikyuu Shoujo Arjuna,Arjuna,地球少女アルジュナ,TV,36658,6.76,2001
43,Cyborg 009: The Cyborg Soldier,Cyborg 009,サイボーグ009 THE CYBORG SOLDIER,TV,36586,7.25,2001
44,Hoshi no Kirby,Kirby: Right Back at Ya!,星のカービィ,TV,36363,6.92,2001
45,Hellsing: Psalm of the Darkness,Hellsing: Psalm of the Darkness,Hellsing: Psalm of Darkness,Special,35781,6.91,2001
46,Puni Puni☆Poemii,Puni Puni Poemy,ぷにぷに☆ぽえみぃ,OVA,34995,6.52,2001
47,Hanaukyou Maid-tai,Hanaukyou Maid-tai,花右京メイド隊,TV,34235,6.56,2001
48,Love Hina Final Selection,Love Hina Final Selection,ラブひなFINAL SELECTION ～アニメ総集編&LOVE HINA LIVE in 東京BAY N.K.～,OVA,33371,7.14,2001
49,Galaxy Angel,Galaxy Angel,ギャラクシーエンジェル,TV,31325,7.01,2001
50,Zoids Shinseiki/Zero,Zoids: New Century,ゾイド新世紀／ゼロ,TV,30632,7.32,2001
