rank,title,title_english,title_japanese,type,members,score,year,image_url
4,One Punch Man,One Punch Man,ワンパンマン,TV,3395640,8.48,2015,https://cdn.myanimelist.net/images/anime/12/76049.jpg
8,Kidou Senshi Gundam: The Origin,Mobile Suit Gundam: The Origin,機動戦士ガンダムTHE ORIGIN,OVA,81104,8.32,2015,
14,Bakemono no Ko,The Boy and the Beast,バケモノの子,Movie,443723,8.23,2015,https://cdn.myanimelist.net/images/anime/11/73540.jpg
20,Death Parade,Death Parade,デス・パレード,TV,1861458,8.13,2015,https://cdn.myanimelist.net/images/anime/5/71553.jpg
21,Shokugeki no Souma,Food Wars! Shokugeki no Soma,食戟のソーマ,TV,1708316,8.12,2015,https://cdn.myanimelist.net/images/anime/1444/148976.jpg
28,Ansatsu Kyoushitsu,Assassination Classroom,暗殺教室,TV,2133292,8.07,2015,https://cdn.myanimelist.net/images/anime/5/75639.jpg
29,Kidou Senshi Gundam: Tekketsu no Orphans,Mobile Suit Gundam: Iron-Blooded Orphans,機動戦士ガンダム 鉄血のオルフェンズ,TV,261426,8.06,2015,https://cdn.myanimelist.net/images/anime/6/75879.jpg
31,Hibike! Euphonium,Sound! Euphonium,響け！ユーフォニアム,TV,494213,8.02,2015,https://cdn.myanimelist.net/images/anime/1517/142072.jpg
38,Osomatsu-san,Mr. Osomatsu,おそ松さん,TV,178455,7.92,2015,https://cdn.myanimelist.net/images/anime/7/76540.jpg
39,Plastic Memories,Plastic Memories,プラスティック・メモリーズ,TV,996198,7.91,2015,https://cdn.myanimelist.net/images/anime/4/72750.jpg
42,Overlord,Overlord,オーバーロード,TV,1695469,7.9,2015,https://cdn.myanimelist.net/images/anime/1945/136600.jpg
43,Ore Monogatari!!,My Love Story!!,俺物語!!,TV,712935,7.89,2015,https://cdn.myanimelist.net/images/anime/13/69455.jpg
