rank,title,title_english,title_japanese,type,members,score,year
2,Ginga Sengoku Gunyuuden Rai,Galaxy Warring State Chronicle Rai,銀河戦国群雄伝ライ,TV,17430,7.89,1994
5,Tenchi Muyou! Ryououki 2nd Season,Tenchi Muyo! Ryo-Ohki 2nd Season,天地無用！魎皇鬼,OVA,30218,7.61,1994
6,Mahoujin Guruguru,Magical Circle Guru Guru,魔法陣グルグル,TV,11983,7.59,1994
11,Taiho Shichau zo,You're Under Arrest,逮捕しちゃうぞ,OVA,33052,7.46,1994
12,Magic Knight Rayearth,Magic Knight Rayearth,魔法騎士（マジックナイト）レイアース,TV,75759,7.45,1994
14,Yuusha Keisatsu J-Decker,Brave Police J-Decker,勇者警察ジェイデッカー,TV,4810,7.42,1994
15,Shonan Junai Gumi!,Young GTO,湘南純愛組!,OVA,49033,7.41,1994
16,Akazukin Chacha,Red Riding Hood Chacha,赤ずきんチャチャ,TV,17340,7.41,1994
17,Marmalade Boy,Marmalade Boy,ママレード・ボーイ,TV,59258,7.41,1994
18,Tottemo! Luckyman,Tottemo! Luckyman,とっても！ラッキーマン,TV,4157,7.4,1994
19,Nanatsu no Umi no Tico,Tico and Friends,七つの海のティコ,TV,6884,7.37,1994
21,Slam Dunk (Movie),Slam Dunk (Movie),スラムダンク,Movie,22519,7.31,1994
22,Heisei Tanuki Gassen Ponpoko,Pom Poko,平成狸合戦ぽんぽこ,Movie,116427,7.29,1994
24,Street Fighter II Movie,Street Fighter II: The Animated Movie,ストリートファイターII MOVIE,Movie,34566,7.17,1994
25,Yuu☆Yuu☆Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou,Yuu☆Yuu☆Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou,幽☆遊☆白書 映像白書 暗黒武術会の章 上巻 & 下巻,OVA,13969,7.17,1994
30,Iria: Zeiram The Animation,Iria: Zeiram The Animation,イ・リ・ア ゼイラム The Animation,OVA,29483,7.05,1994
31,Red Baron,Red Baron,レッドバロン,TV,4910,7.04,1994
32,Raiyantsuuri no Uta,Raiyantsuuri no Uta,ライヤンツーリーのうた,Movie,2156,7.02,1994
34,Blue Seed,Blue Seed,ブルーシード,TV,32339,6.98,1994
36,Montana Jones,Montana Jones,モンタナ・ジョーンズ,TV,2242,6.87,1994
37,Key the Metal Idol,Key the Metal Idol,KEY THE METAL IDOL,OVA,27779,6.85,1994
38,Goal FH: Field Hunter,Goal Field Hunter,ゴールFH (フィールド・ハンター),TV,2256,6.84,1994
39,CLAMP in Wonderland,CLAMP in Wonderland,CLAMP IN WONDERLAND,Music,19018,6.83,1994
40,Grappler Baki,Grappler Baki,グラップラー刃牙,OVA,23846,6.81,1994
41,Koukou Butouden Crows,Crows,高校武闘伝 クローズ,OVA,5737,6.77,1994
43,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,天地無用! 番外篇 宇宙刑事[ギャラクシーポリス]美星 銀河大冒険[スペースアドベンチャー],OVA,10531,6.74,1994
44,Shirayuki Hime no Densetsu,The Legend of Snow White,白雪姫の伝説,TV,4311,6.73,1994
45,Haou Taikei Ryuu Knight,Lord of Lords Ryu Knight,覇王大系リューナイト,TV,4078,6.72,1994
46,Karaoke Senshi Mike-tarou,Karaoke Senshi Mike-tarou,カラオケ戦士 マイク次郎,TV,939,6.72,1994
47,Aoki Densetsu Shoot! (Movie),Blue Legend Shoot!,蒼き伝説　シュート！,Movie,3109,6.7,1994
48,Hoshizora no Violin,Hoshizora no Violin,星空のバイオリン,Movie,981,6.68,1994
49,Yamato Takeru,Yamato Takeru,ヤマトタケル,TV,3029,6.68,1994
50,Ai to Yuuki no Pig Girl Tonde Buurin,Super Pig,愛と勇気のピッグガール　とんでぶーりん,TV,11554,6.68,1994
