rank,title,title_english,title_japanese,type,members,score,year
1,Shinseiki Evangelion,Neon Genesis Evangelion,新世紀エヴァンゲリオン,TV,1935710,8.36,1995
2,Koukaku Kidoutai,Ghost in the Shell,GHOST IN THE SHELL（攻殻機動隊）,Movie,675561,8.27,1995
3,Golden Boy,Golden Boy,ゴールデンボーイ,OVA,436066,8.04,1995
4,Mimi wo Sumaseba,Whisper of the Heart,耳をすませば,Movie,390539,8.22,1995
8,Memories,Memories,MEMORIES（メモリーズ）,Movie,149330,7.72,1995
11,Fushigi Yuugi,Mysterious Play,ふしぎ遊戯,TV,125490,7.6,1995
12,Tenchi Muyou!,Tenchi Muyo! Tenchi Universe,天地無用！,TV,85433,7.42,1995
13,Gunsmith Cats,Gunsmith Cats,ガンスミス キャッツ,OVA,68532,7.4,1995
14,Romeo no Aoi Sora,Romeo's Blue Skies,ロミオの青い空,TV,54254,8.31,1995
16,On Your Mark,On Your Mark,On Your Mark CHAGE & ASKA,Music,42532,7.46,1995
17,Armitage III,Armitage III,アミテージ・ザ・サード,OVA,38930,6.96,1995
19,Gokinjo Monogatari,Neighborhood Stories,ご近所物語,TV,29746,7.67,1995
20,Street Fighter II V,Street Fighter II: The Animated Series,ストリートファイターII V,TV,29420,7.05,1995
22,Slayers: The Motion Picture,Slayers: The Motion Picture,劇場版スレイヤーズ,Movie,26085,7.26,1995
23,Ai Tenshi Densetsu Wedding Peach,Wedding Peach,愛天使伝説 ウェディングピーチ,TV,25098,6.74,1995
25,Bakuretsu Hunters,Sorcerer Hunters,爆れつハンター,TV,24432,6.64,1995
26,Kaitou Saint Tail,Mysterious Thief Saint Tail,怪盗セイント・テール,TV,22926,7.54,1995
28,Shinpi no Sekai El-Hazard,El Hazard: The Magnificent World,神秘の世界エルハザード,OVA,21615,7.24,1995
29,Macross Plus Movie Edition,Macross Plus Movie Edition,マクロスプラス　ＭＯＶＩＥ　ＥＤＩＴＩＯＮ,Movie,19571,7.7,1995
30,Shinpi no Sekai El-Hazard (TV),El-Hazard: The Wanderers,神秘の世界エルハザード,TV,19509,6.93,1995
33,Ike! Ina-chuu Takkyuu-bu,The Ping-Pong Club,行け! 稲中卓球部,TV,18831,7.49,1995
34,Bio Hunter,Bio Hunter,バイオ・ハンター,OVA,16796,5.95,1995
36,Keiraku no Houteishiki Level-C,Level-C,快楽の方程式 LEVEL-C,OVA,15615,5.82,1995
37,Kishin Douji Zenki,Zenki,鬼神童子ZENKI,TV,15527,6.97,1995
39,Yuu☆Yuu☆Hakusho: Eizou Hakusho II,Yuu☆Yuu☆Hakusho: Eizou Hakusho II,幽☆遊☆白書Ⅱ: 幽助、蔵魔、飛影、桑原,OVA,14372,7.24,1995
40,Fushigi no Kuni no Miyuki-chan,Miyuki-chan in Wonderland,不思議の国の美幸ちゃん,OVA,14130,5.63,1995
42,Virtua Fighter,Virtua Fighter,バーチャファイター,TV,12628,7.1,1995
43,Marmalade Boy Movie,Marmalade Boy Movie,ママレード・ボーイ (1995),Movie,11894,7.28,1995
44,Hikyou Tanken Fam & Ihrlie,Ruin Explorers Fam & Ihrie,秘境探検 ファム＆イーリー,OVA,11894,6.67,1995
45,H2,H2,Ｈ２[エイチ・ツー],TV,10826,7.23,1995
48,Lesson XX,Lesson XX,Lesson XX,OVA,10261,5.99,1995
49,Saber Marionette R,Saber Marionette R,SMガールズ セイバーマリオネットR,OVA,9615,6.53,1995
50,Mahou Shoujo Pretty Sammy,Magical Girl Pretty Sammy,魔法少女プリティサミー,OVA,8752,6.37,1995
