rank,title,title_english,title_japanese,type,members,score,year
1,City Hunter,City Hunter,シティーハンター,TV,88262,7.91,1987
3,Kimagure Orange☆Road,Kimagure Orange Road,きまぐれオレンジ☆ロード,TV,52001,7.51,1987
4,Ouritsu Uchuugun: Honneamise no Tsubasa,Royal Space Force: The Wings of Honneamise,王立宇宙軍 オネアミスの翼,Movie,49868,7.45,1987
5,Lady Lady!!,Lady Lady!!,レディレディ！！,TV,7535,7.45,1987
6,Grimm Meisaku Gekijou,Grimm's Fairy Tale Classics,グリム名作劇場,TV,5810,7.41,1987
7,Ai no Wakakusa Monogatari,Tales of Little Women,愛の若草物語,TV,10336,7.39,1987
8,Bubblegum Crisis,Bubblegum Crisis,バブルガムクライシス,OVA,61053,7.29,1987
10,Robot Carnival,Robot Carnival,ロボット・カーニバル,OVA,29617,7.21,1987
11,Devilman: Tanjou-hen,Devilman: The Birth,デビルマン 誕生編,OVA,34531,7.17,1987
13,Anime Sanjuushi,The Three Musketeers,アニメ三銃士,TV,6081,7.11,1987
14,Mister Ajikko,Mister Ajikko,ミスター味っ子,TV,5756,7.11,1987
16,Manie-Manie: Meikyuu Monogatari,Neo Tokyo,Manie-Manie 迷宮物語,Movie,37251,7.06,1987
18,Hiatari Ryoukou!,Sunny Ryoko,陽あたり良好！,TV,6206,7.02,1987
19,Geragera Boes Monogatari,Ox Tales,げらげらブース物語,TV,1933,7.02,1987
20,Doraemon Movie 08: Nobita to Ryuu no Kishi,Doraemon the Movie: Nobita and the Knights on Dinosaurs,映画 ドラえもん のび太と竜の騎士,Movie,6236,6.98,1987
22,Hi no Tori: Uchuu-hen,The Phoenix -Space-,火の鳥　宇宙編,OVA,4032,6.86,1987
23,Macross Flash Back 2012,Super Dimension Fortress Macross Flash Back 2012,超時空要塞マクロス FLASH BACK 2012,OVA,10497,6.85,1987
24,Kaze to Ki no Uta Sanctus: Sei Naru Kana,The Poem of Wind and Trees,風と木の詩　ＳＡＮＣＴＵＳ－聖なるかな－,OVA,16823,6.85,1987
25,Saint Seiya: Jashin Eris,Saint Seiya: Evil Goddess Eris,聖闘士星矢 邪神エリス,Movie,20710,6.78,1987
26,Hi no Tori: Yamato-hen,The Phoenix: Chapter of Yamato,火の鳥・ヤマト編,OVA,3547,6.74,1987
27,Kikou Senki Dragonar,Metal Armor Dragonar,機甲戦記ドラグナー,TV,6933,6.72,1987
28,Dragon Ball Movie 2: Majinjou no Nemurihime,Dragon Ball: Sleeping Princess in Devil's Castle,ドラゴンボール 魔神城のねむり姫,Movie,70015,6.72,1987
29,Grimm Douwa: Kin no Tori,The Golden Bird,グリム童話 金の鳥,Movie,2704,6.71,1987
30,Doraemon and Itchy the Stray,Doraemon and Itchy the Stray,ドラえもん のら犬「イチ」の国,Special,2077,6.64,1987
31,Bari Bari Densetsu (1987),Bari Bari Densetsu (1987),バリバリ伝説,Movie,3963,6.63,1987
32,Kimagure Orange☆Road: Tanabata Special,Kimagure Orange☆Road: Tanabata Special,きまぐれオレンジ★ロード 総集編 七夕スペシャル,OVA,2481,6.62,1987
33,Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,タッチ３ 君が通り過ぎたあとに -DON`T PASS ME BY-,Movie,2528,6.61,1987
34,Akai Koudan Zillion,Zillion,赤い光弾ジリオン,TV,6588,6.59,1987
35,Choujuu Kishin Dancougar: God Bless Dancougar,God Bless Dancougar,超獣機神ダンクーガ ゴッド・ブレス・ダンクーガ,OVA,2611,6.54,1987
36,Esper Mami,Mami the Psychic,エスパー魔美,TV,2963,6.49,1987
37,Project A-Ko 2: Daitokuji Zaibatsu no Inbou,Project A-Ko 2: Plot of the Daitokuji Financial Group,プロジェクトA子2 大徳寺財閥の陰謀,OVA,7878,6.47,1987
38,Kamen no Ninja Akakage,Kamen no Ninja Akakage,仮面の忍者赤影,TV,1510,6.45,1987
39,Youjuu Toshi,Wicked City,妖獣都市,Movie,62501,6.44,1987
40,Transformers: The☆Headmasters,Transformers The Headmasters,トランスフォーマー ザ☆ヘッドマスターズ,TV,4801,6.42,1987
41,Tsuideni Tonchinkan,"Anyway, It Doesn't Matter",ついでにとんちんかん,TV,1342,6.42,1987
42,Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,The Story of Fifteen Boys,瞳のなかの少年　十五少年漂流記,TV Special,1430,6.4,1987
43,Genji Monogatari,The Tale of Genji,源氏物語,Movie,12486,6.39,1987
44,Black Magic M-66,Black Magic M-66,ブラックマジックＭ（マリオ）－６６,OVA,20022,6.38,1987
45,Juusenki L-Gaim III: Full Metal Soldier,Juusenki L-Gaim III: Full Metal Soldier,重戦機エルガイムⅢ フルメタル ソルジャー,OVA,1837,6.36,1987
46,Captain Tsubasa no Koutsuu Anzen,Captain Tsubasa no Koutsuu Anzen,キャプテン翼の交通安全,OVA,969,6.33,1987
47,Gall Force 2: Destruction,Gall Force 2: Destruction,ガルフォース2 ディストラクション,OVA,4220,6.33,1987
48,Mori no Densetsu,Legend of the Forest,森の伝説,Movie,2290,6.33,1987
49,Twilight Q,Twilight Q,トワイライトQ,OVA,9102,6.31,1987
50,Chironup no Kitsune,Chironup no Kitsune,チロヌップのきつね,Movie,1463,6.28,1987
